Repository Name,Repository_ID
Applied Nanomaterial and Smart Polymer,rhtq.vbbwun
Journal of Jurisprudence and Philosophical Studies مطالعات فقهی و فلسفی,rhtq.mnniah
Journal of New Applied and Computational Findings in Mechanical Systems   یافته های نوین کاربردی و محاسباتی در سیستم های مکانیکی,rhtq.lilcao
حسابداری مدیریت,rhtq.evbdga
Journal of New Technologies in Distributed Systems and Algorithmic Computing       فناوری های نوین در سیستم های توزیع شده و محاسبات الگوریتمی,rhtq.wliqez
Journal of Iranian History Research Islamic Period   تحقیقات تاریخ ایران دوره اسلامی,rhtq.zayzdm
بازاریابی خدمات عمومی,rhtq.igldjz
Strategic Management Researches    پژوهش های مدیریت راهبردی,rhtq.osxbaq
Technovations of Electrical Engineering in Green Energy System     فناوریهای نوین مهندسی برق در سیستم انرژی سبز,rhtq.dirwgl
Journal of Urban Environmental Planning and Developmen   برنامه ریزی و توسعه محیط شهری,rhtq.jxmoja
Journal of Regional Planning   برنامه ریزی منطقه ای,rhtq.ihuuwa
The Scientific  Journal in Jurisprudence and Bases of Islamic Law    مجله فقه و مبانی حقوق اسلامی,rhtq.jkqyox
Water Engineering   مهندسی آب,rhtq.wsnxuw
Journal of Information Technology and Network      فناوری اطلاعات و امنیت شبکه,rhtq.olkmvh
Journal of Crop Nutrition Science (JCNS),rhtq.zapaoh
"تحلیل مدارها، داده ها و سامانه ها    Journal of Circuits, Data and Systems Analysis (JCDSA)",rhtq.paazuq
Journal of Building Information Modeling    مجله مدل سازی اطلاعات ساختمان,rhtq.rbhyol
Journal of Food Technology and Nutrition    علوم غذایی و تغذیه,rhtq.absqjl
Journal of Woman Cultural Psychology  روان شناسی فرهنگی زن,rhtq.yrwqvd
مدیریت بازاریابی-Journal of Marketing Management,rhtq.hcwtiz
Journal of Seed Research  تحقیقات بذر,rhtq.rhouhe
فصلنامه مطالعات میان رشته ای مدیریت بازاریابی    Journal of Interdisciplinary Studies in Marketing Management,rhtq.siqvfy
پلاسما و نشانگر های زیستی,rhtq.xdvvwv
Quarterly journal of quantitative research in management   مطالعات کمی در مدیریت,rhtq.aewjjh
Journal of Basic and Clinical Veterinary Medicine   مجله دامپزشکی پایه و بالینی,rhtq.lfewlq
Journal of Agricultural Economics Research    تحقیقات اقتصاد کشاورزی,rhtq.amqxtf
Journal of Nano chemistry and Electrochemistry  مجله نانو شیمی و الکتروشیمی,rhtq.esptug
Instruction and Evaluation (Quarty Journal)     فصلنامه آموزش و ارزشیابی,rhtq.zljkyd
Journal of Sociology Studies  مطالعات جامعه‌شناسی,rhtq.zrdeby
The Fundamental Researches in Law     فصلنامه پژوهش های بنیادین در حقوق,rhtq.qxgwjw
Food & Health,rhtq.oaroln
تحقیقات بازار سرمایه در حسابداری,rhtq.ctlxmo
Journal of Rs & GIS for Natural Resources  نشریه سنجش از دور و سامانه اطلاعات جغرافیایی در منابع طبیعی,rhtq.iczmrf
Journal of Food Biosciences and Technology,rhtq.vdxtfv
Journal of Industrial Strategic Management (JISM),rhtq.xlxtwn
Scientific-Research Journal of Social Sciences   فصل نامه علوم اجتماعی,rhtq.epsoal
پژوهشنامه حقوق کسب و کار و سرمایه گذاری   Research Journal on Business Law and Investment,rhtq.kxuwuw
Nutraceutical Foods & Bioactive Extracts   غذاهای فراسودمند و عصاره های زیست فعال,rhtq.pplzyc
The Application  of Chemistry in Environment     فصلنامه کاربرد شیمی در محیط زیست,rhtq.qbbymk
International Journal of Decision Intelligence,rhtq.ybwgjz
Future Generation of Communication and Internet of Things (FGCIOT),rhtq.awybsl
Journal of Applied Research in NUTS     پژوهش های کاربردی در خشک میوه ها,rhtq.njrdpa
میکروبیولوژی دامپزشکی,rhtq.bfisge
Islamic Wisdom and Law   حکمت اسلامی و حقوق,rhtq.cantub
Journal of Large Animal ClinicalScience Research    مجله پژوهش های بالینی دام های بزرگ,rhtq.bwcgad
INNOVAMAT EDUCATION INC,wdsr.innoed
New Approaches in Educational Administrations   رهیافتی نو در مدیریت آموزشی,rhtq.zfyvxd
Journal of Family Centered Health Care,rhtq.mmhilf
City Architect   معمار شهر,rhtq.bevwyt
Contemporary Orofacial Sciences,rhtq.fdcmbm
پژوهشنامه معارف اهل بیت (علیهم السلام),rhtq.abfbsn
Technical Strategies in Water Systems,rhtq.edyoyy
New Approach in Cellular And Molecular Biology   رهیافت های نوین در علوم سلولی و مولکولی,rhtq.difruh
Southern Communication Engineering    مهندسی مخابرات جنوب,rhtq.cjdpqo
Iranian Journal of Textile Nano-bio Modification (IJTNBM),rhtq.mkdgmt
Life Space Journal  فضای زیست,rhtq.ftldfh
Journal of Artificial Intelligence in Electrical Engineering,rhtq.hmoatd
Journal of Analytic Philosophy   فلسفه تحلیلی,rhtq.pcxncg
Research on Crop Ecophysiology,rhtq.qkfhra
Quarterly Journal of Transcendent Education فصلنامه آموزش و پرورش متعالی,rhtq.qtbibb
Radiant MLHub,oin.radiantmlhub
Source Cooperative,oin.source
Wroclaw University of Economics and Business A knowledge and research potential platform,nsyy.wuebir
Jagiellonian University Medical College Portal for Management of Knowledge and Scientific Potential,hyfx.gqlzxo
Medical University of Silesia,jzwy.jcysul
Medical University of Warsaw,jzwy.ftzwqc
Wroclaw University of Environmental and Life Sciences,egkq.qjyhch
Pomeranian Medical University in Szczecin,jzwy.rjsebs
Politechnika Warszawska portal zarządzania wiedzą i potencjałem badawczym,maqa.jiptyd
Medical University of Bialystok,jzwy.eeufxt
Medical University of Gdańsk,jzwy.ueppge
University of Gdańsk,ugpr.jivlqw
Wroclaw Medical University,jzwy.zvanig
Medical University of Lodz,jzwy.jbuwyb
Medical University of Lublin,jzwy.tsnoan
Swedish National Data Service,snd.snd
Stockholm University  Figshare Repository,snd.su
Språkbanken Text,snd.sprkb
SciLifeLab Data Repository,snd.bils
ICOS Carbon Portal,snd.icos
Bolin Centre Database,snd.bolin
European Spallation Source,snd.ess
Uppsala universitet /DORIS repository,wxvm.doris
NORDICOM books,snd.nordicom
Technology Collaboration Programme on Heat Pumping Technologies,snd.hpc
Karolinska Institutet / DORIS repository,vkoc.doris
Centre of Registers Västra Götaland,snd.rc-vg
CHALMERS UNIVERSITY OF TECHNOLOGY,snd.chalmers
Stockholms universitet SND-DORIS repositorium,pgip.csxvig
Demographic Data Base,snd.ddb
UGU - Utvärdering genom uppföljning,iuvp.ugu
Bolin Centre Code Repository,pgip.gitbolin
Quality of Government Institute,snd.qog
Analytic Imaging Diagnostics Arena,snd.aida
Swedish Polar Research Secretariat / DORIS repository,tzwl.doris
"DataGuru-LU,  Department of Physical Geography and Ecosystem Science, Lund University",snd.dataguru
KTH Data Repository,ddex.xsafoo
Varieties of Democracy,snd.v-dem
Chalmers University of Technology / DORIS repository,ojuo.xranyx
Lantmäteriet,snd.lm
Örebro universitet / DORIS repository,orua.doris
Umeå University / DORIS repository,aaay.eadccn
Jönköping University /DORIS repository,pldp.doris
MAX IV data repository,mviy.oraxfy
Swedish Infrastructure for Ecosystem Science,snd.sites
Research Institutes of Sweden,snd.rise
Högskolan i Halmstad /  DORIS repository,heol.zcbmov
SwedPop,aaay.swedpop
Karlstad University DORIS,kaad.umfgbb
Polarforskningssekretariatet,snd.polar
Swedish Meteorological and Hydrological Institute  open data,snd.smhi
NordMedia Network,iuvp.vocgeb
Stockholm University Dynamica,pgip.su-dynamica
Swedish National Seismic Network,snd.snsn
Enskilda Högskolan Stockholm DORIS,uehr.doris
SciLifeLab Serve,wxvm.wuunvi
Cifra LLC Journals,cifra.journals
Electronic Library of Peter the Great Polytechnic University,spbpu.elib
IPR MEDIA,spbpu.iprbooks
University online library,spbpu.d-media
National repository of research data in engineering,spbpuo.nard
"Научно-исследовательский центр ""МашиноСтроение"" (НИЦ МС)",spbpu.srcms
St. Petersburg State Polytechnical University Journal,spbpu.ntv
Information system of scientific journals of Uzbekistan,spbpu.uzscite
ENERGY.JOURNALS,energy.journals
ИЗДАТЕЛЬСКО-ПОЛИГРАФИЧЕСКАЯ ФИРМА «РЕНОМЕ»,spbpu.renome
Северо-Кавказский ФНАЦ,spbpu.skavfnac
Magazine of Civil Engineering,spbpu.engstroy
Materials Physics and Mechanics,spbpu.mpm
"Journal ""Construction of Unique Buildings and Structures""",spbpu.unistroy
Technology and language,spbpu.soctech
DONNAS.REPOSITORY,donnas.repository
ENERGETIK,energy.energetik
ELEKTRICHESKIE-STANTCII,energy.el-stantcii
GIDROTEKHNICHESKOE-STROITELSTVO,energy.gts
Technoeconomics,spbpuo.tec
PROMENERGETIKA,energy.promen
AlfaBuild,spbpuo.alfabuild
Teaching Methodology in Higher Education,spbpuo.tmhe
Sustainable Development and Engineering Economics,spbpuo.sustainable
Infolib,uzscite.cac
_________ _ _________ ______________,spbpu.inprom
Theory of mechanisms and machines,spbpuo.tmm
Anti-Corruption Studies and Research,uzscite.prokur
Göttingen Research Online,subgoe.gro
Intranda,gwdgmpg.intranda
FID-GEO SUB,subgoe.fid-geo
Digital Research Infrastructure for the Arts and Humanities,subgoe.dariah
Collegium Carolinum,subgoe.caro
ICI Berlin,subgoe.iciber
Akademie der Wissenschaften zu Göttingen,subgoe.adwgoe
HABREPO,hab.repo
Quellen- und Editionenportal,mws.qed
"Jagiellonian University, Institute of Philosophy, Diametros Journal",subgoe.ujagdia
"Global and European Studies Institute (GESI), Universität Leipzig",subgoe.gesi
Klassik Stiftung Weimar,subgoe.kstw
"Staats- und Universitätsbibliothek Göttingen, Elektronisches Publizieren (EPU)",subgoe.epu
Institut für die Geschichte der deutschen Juden,subgoe.igdj
CMO,mws.cmo
"Leibniz-Institut für Deutsche Sprache (IDS), Mannheim",subgoe.ids
perspectivia.net,subgoe.mws
Discuss Data,subgoe.discussdata
iMex. México Interdisciplinario / Interdisciplinary Mexico,subgoe.rub
The Dynamic Archive - Hochschule für Künste Bremen,subgoe.tda
ZFDG,hab.zfdg
Englisches Seminar der Universität Tübingen,subgoe.utueb-es
"Jagiellonian University, The Polish Journal of Aesthetics",subgoe.ujagpl
MANIFOLD,hab.manifold
"Arbeitskreis Militärgeschichte - TU Chemnitz, Institut für Europäische Geschichte",subgoe.akm
AMAD,bisold.amad
Leipzig Research Centre Global Dynamics,wwpx.globedata
Leibniz-Institut für Geschichte und Kultur des östlichen Europa (GWZO),subgoe.gwzo
Textdatenbank und Wörterbuch des Klassischen Maya,subgoe.idiom
Evangelische Arbeitsgemeinschaft Familie (eaf) e.V.,wwpx.eaf
Bavarian Studies in History and Culture,subgoe.bshc
Abteilung Germanistische Linguistik GAU,subgoe.agl
Texas Digital Library,tdl.tdl
University of Texas Libraries,tdl.utl
Texas A&M University Libraries,tdl.tamu
DesignSafe,tdl.tacc
GRIIDC,tdl.griidc
Texas A&M University � International Ocean Discovery,tdl.iodp
Digital Porous Media Portal (DPMP),tdl.digitalrocks
Texas A&M University-Corpus Christi,tdl.tamu-cc
Swissubase FORS,ykdk.kihfhm
Survey Methods: Insights from the Field,ethz.smif
Social Change in Switzerland,ethz.social
Swissubase UNINE,efuv.lzmpee
Old DOIs Unil,pwkb.pgdjam
Fors Papers,ethz.forspap
FORS Guides,ethz.forsguide
FORS DARIS - Replication material repository,ykdk.zuysqi
FORS SELECTS,ethz.forsselects
Swissubase DaSCH,jtcf.soonlp
Universität Hamburg,tib.fdmuh
Universitätsbibliothek Gießen,tib.ubgi
"Universität Ulm, Kommunikations- und Informationszentrum (kiz)",tib.oparu
TIB Hannover,tib.tib
Leibniz Universität Hannover,tib.luhrepo
Universitätsbibliothek Marburg,tib.ubmr
Leibniz-Institut für Astrophysik Potsdam (AIP),tib.aip
LeoPARD - TU Braunschweig Publications And Research Data,tib.ubbs
Universitätsbibliothek der FU Berlin,tib.fuub
TIB Repositorium,tib.tibrepo
Technische Universität Berlin – Universitätsbibliothek,tib.tub
Robert-Koch-Institut (RKI),tib.hu-rki
Universitätsbibliothek Johannes Gutenberg Universität Mainz,subgoe.ubmainz
Universitätsbibliothek Passau,tib.ubp
Universitätsbibliothek Stuttgart,tib.ubs
MEDIAREP,tib.mediarep
peDOCS,mjvh.pedocs
WIP - Renewable Energies,tib.wip
LinguRep,dbvx.wpewno
Universität des Saarlandes,tib.sulbdoi
"HU Berlin - edoc-Server, Institutional Repository Humboldt-Universität zu Berlin",tib.hu-edoc
DESY - Deutsches Elektronen-Synchrotron,tib.desy
TIB Data Manager,wuua.yklooh
Universitätsbibliothek Tübingen,tib.ubtdois
Herder-Institut ZFO Online,subgoe.hi-zfo
TUprints,hlqc.jslnah
"HU Berlin - Excellence Cluster Topoi, Freie Universit�t Berlin/Humboldt-Universit�t zu Berlin",tib.topoi
Eurographics,tib.eugraph
Bayerische Staatsbibliothek,wwpx.bsb
University Library Heidelberg,gesis.ubhd
Universitätsbibliothek Tübingen - Open Journals - Theologisch-praktische Quartalschrift,awzy.akwufi
Verbundzentrale des GBV,subgoe.vzg
TIB KMO / FLOWWORKS GmbH,tib.kmo
Universitätsbibliothek Tübingen - Open Journals - Herder Korrespondenz,awzy.etoemr
RegionaliaOpen,jejm.regionalia
nmrXiv,fzct.nmrxiv
Julius Kühn-Institut,tib.jki
Universitätsbibliothek Tübingen - Open Journals - Zeitschrift für Missionswissenschaft und Religionswissenschaft,awzy.xaijhh
OpenUMWELT,shjz.oaacmu
TUHH Open Research,tib.tuhh
FreiDok plus,tib.ubfr
Universitätsbibliothek Tübingen - Open Journals - Zeitschrift für Kirchengeschichte,awzy.ckmfob
Universitätsbibliothek Tübingen - Open Journals - Theologie und Philosophie,awzy.ifzejt
Universitätsbibliothek Tübingen - Open Journals - Stimmen der Zeit,awzy.uanwdx
Universitätsbibliothek Tübingen - Open Journals - Ökumenische Rundschau,awzy.tbgczi
ConfIDent,wuua.confident
Universitätsbibliothek Tübingen - Open Journals - Ordenskorrespondenz,awzy.wrxyrb
TUdigit,tib.ulbd
Alfred Wegener Institute,tib.awi
Gesellschaft für Informatik (GI),tib.gidoi
Data Repository University Oldenburg,bisold.dareuol
Universitätsbibliothek Kassel,tib.doi-ubks
Johann Wolfgang Goethe-Universität,tib.hebis
Concilium,awzy.uymbkn
Universität Potsdam,tib.upotsdam
Thüringer Universitäts- und Landesbibliothek,tib.dbt
Universitätsbibliothek Tübingen - Open Journals - Diakonia,awzy.mriyhg
UB Bochum,tib.rubhb
GSI Helmholtzzentrum für Schwerionenforschung GmbH,tib.gsi
RosDok,tib.ub-hro
Franconica Online,ukte.omekas
OPUS Würzburg,tib.ubwue
Mathematisches Forschungsinstitut Oberwolfach,tib.mfo
Universitätsbibliothek Tübingen - Open Journals - Rottenburger Jahrbuch für Kirchengeschichte,awzy.atchmt
Staats- und Universitätsbibliothek Bremen,tib.suub
HU Berlin - Gender Open Repositorium,tib.hu-genop
EPub Bayreuth,tib.ubt
Universitätsbibliothek Tübingen - Open Journals -  Römische Quartalschrift,awzy.btbuci
Universitätsbibliothek Tübingen - Open Journals - IKAZ Communio,awzy.yrjjck
Weierstraß-Institut für Angewandte Analysis und Stochastik,tib.wias
Max Planck Digital Library,tib.mpdl
European Language Grid,xklm.wejabm
Movebank,tib.ukon
Universitätsbibliothek Erlangen-Nürnberg,tib.uber
dggv-e-publications,mcdy.dohrmi
Universität Stuttgart - Digitale Sammlungen der UB,hpvr.goobi
Universitätsbibliothek Tübingen - Open Journals -  Oriens christianus : Hefte für die Kunde des christlichen Orients,awzy.mmcjfc
FU Berlin - TRR170-DB,tib.trr170-db
Universitätsbibliothek Tübingen - Open Journals - Jahrbuch für Westfälische Kirchengeschichte,awzy.xbvzso
Universitätsbibliothek Tübingen - Open Journals - Jahrbuch für evangelikale Theologie,awzy.zciqqs
Bibliotheksservice-Zentrum Baden-Wuerttemberg (BSZ),tib.bsz
Bauhaus-Universität Weimar,tib.weimar
Zeitschriften des Ibero-Amerikanischen Instituts,gesis.iai
Universitätsbibliothek Tübingen - Open Journals - Scholastik,awzy.fmqlwb
RODARE,tib.hzdr
osnaData,hrrv.nqxtbh
RADAR,tib.radar
PubData,pvre.aqmlok
Medizinische Hochschule Hannover Bibliothek,tib.mhh
Leibniz-Zentrum für Zeithistorische Forschung Potsdam e.V.,subgoe.zzf
Universitätsbibliothek Tübingen - Open Journals - Jahrbuch für schlesische Kirchengeschichte,awzy.uapnph
Forum Katholische Theologie,awzy.bhtvih
Universitätsbibliothek Tübingen - Open Journals - Biblische Notizen,awzy.igvcbx
G�nter Grass Stiftung Bremen Medienarchiv,subgoe.grass
JPortal,fzct.urmel-jp
Infinite Science GmbH,tib.insci
Zeitschrift für Geschlechterforschung und Visuelle Kultur,vsdn.vmmihm
Universitätsbibliothek Trier,subgoe.trier
"Technische Universität Clausthal, Universitätsbibliothek",tib.ubcl
Universitätsbibliothek Tübingen - Open Journals - European journal of theology,awzy.uleifg
Otto-von-Guericke-Universität Magdeburg,tib.ubovgu
Universitätsbibliothek Tübingen - Open Journals - Lutherische Kirche in der Welt,awzy.hssdmw
Open Research Knowledge Graph (ORKG),wuua.wqayci
PTB-OAR,laam.ptb-oar
recensio.antiquitatis,vgzm.xxtrle
resensio.artium,vgzm.dhlils
BGR-IGSN-Repository-Bohrkerne,pangaea.bgr
Universitätsbibliothek Tübingen - Open Journals - Rivista teologica di Lugano,awzy.ygxbmx
Bundesakademie für Kulturelle Bildung Wolfenbüttel e.V.,wwpx.bkb
HU Berlin - NOMAD Repository,tib.hu
Universitätsbibliothek Tübingen - Open Journals - Helvetia Franciscana,awzy.tzuwkf
Deutsche Akademie der Naturforscher Leopoldina e. V.,tib.leopoldina
"Technische Universität München, Universitätsbibliothek",tib.ubtum
OpenHSU,tib.hsurep
"Universitätsbibliothek Tübingen - Open Journals - Schriften des Vereins für Schleswig-Holsteinische Kirchengeschichte. 2. Reihe, Beiträge und Mitteilungen",awzy.xdpnsj
Universitätsbibliothek Tübingen - Open Journals - Theologisches Gespräch,awzy.xmynbc
GEOMAR-Bibliothek,tib.geomar
Institut für Auslandsbeziehungen,gesis.ifa
Bertelsmann Stiftung,gesis.bstift
Universitätsbibliothek Tübingen - Open Journals - Lutherische Beiträge,awzy.dljsrg
Universitätsbibliothek Tübingen - Open Journals - Freikirchenforschung,awzy.njcelp
Universitätsbibliothek Tübingen - Open Journals - Unitas Fratrum,awzy.uihcgg
Publikationsserver des Ibero-Amerikanischen Instituts Preussischer Kulturbesitz Berlin,cgux.bmjnyt
Universitätsbibliothek Tübingen - Open Journals - Ost-West : europäische Perspektiven,awzy.npyoqw
HilDoK Publikationsserver der Universitätsbibliothek Hildesheim,cwyh.hildok
UFZ Datenrechercheportal,arfm.ufzdrp
osnaDocs,hrrv.hvquhh
Universitätsbibliothek Tübingen - Open Journals - Beiträge zur Geschichte des Bistums Regensburg,awzy.lbwrjt
Max-Planck-Institut für Wissenschaftsgeschichte,bmlm.mpiwg
Technische Universität Kaiserslautern,tib.tuk-ub
Europa-Universität Viadrina,gesis.viadrina
Herder-Institut für historische Ostmitteleuropaforschung,subgoe.herder
International Council of the Aeronautical Sciences (ICAS),lslf.icas
Universitätsbibliothek Tübingen - Open Journals - Werkstatt Schwule Theologie,awzy.rmufvk
TUdatalib,hlqc.znxeli
Universitätsbibliothek Tübingen - Open Journals - Mitteilungen und Forschungsbeiträge der Cusanus-Gesellschaft,awzy.eveexu
Technische Hochschule Wildau,dxdt.vuxyfx
Leibniz-Institut f�r Europ�ische Geschichte,subgoe.ieg
GEOMAR Geological Samples,fnma.ytwwww
Bundesanstalt für Arbeitsschutz und Arbeitsmedizin (BAuA),tib.baua-doi
Universitätsbibliothek Tübingen - Open Journals - Jahrbuch der Religionspädagogik,awzy.wazgeh
Bundesanstalt für Gewässerkunde,tib.bafg
Deutsche Gesellschaft für Luft- und Raumfahrt,tib.dglr
Universitätsbibliothek der Universität der Künste Berlin,subgoe.ubudk
Universitätsbibliothek Tübingen - Open Journals - Zeitschrift für Theologie und Gemeinde,awzy.swzsqv
Justus-Liebig-Universität Gießen,tib.jalc
Open Journal Systems,sqhi.ojs
Universitätsbibliothek Tübingen - Open Journals - Theologie Geschichte,awzy.xcunhr
BfN-e-dition,lxpi.ofajgg
Brandenburgische Technische Universität Cottbus/Senftenberg,tib.btu
Universitätsbibliothek Tübingen - Open Journals - Edith Stein Jahrbuch,awzy.stvhim
University Library Vechta,gesis.ubve
Universitätsbibliothek Tübingen - Open Journals - La Scuola Cattolica,awzy.tonpjf
FIRe-Publikationsserver des FIZBw,kpsf.fire
HAWK Hildesheim - Hornemann Institut,tib.hawk
Universitätsbibliothek Tübingen - Open Journals - Salzburger theologische Zeitschrift,awzy.dagrus
kup GmbH DOI,nbqj.kup-gmbh
Deutscher Verband für Materialforschung und -prüfung e.V.,ifnm.gjpudr
ESO - European Organisation for Astronomical Research in the Southern Hemisphere,tib.esolib
TU München - Informatik,tib.tum
OJS,ifot.oeznap
Universität Stuttgart - GFN-Jahreshefte,hpvr.jhgfn
Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e. V.,tib.zalf
Forschungsdaten-Repositorium der LUH,tib.luis
contact.​engineering,qvvc.c-engineering
DAGA Proceedings,cphg.dagapr
HannahArendt,vsdn.tnwsgh
Universitätsbibliothek Tübingen - Open Journals - Apulia Theologica,awzy.nhcrda
REPOSIT,aqap.pvhmon
FDAT,awzy.fednnv
FIZ-Karlsruhe (eLiBM),tib.elibm
OpenProceedings,sqhi.op
OPARA,tib.zih
OJS HiN - Alexander von Humboldt im Netz,gizq.up-hin
HU Berlin - Media Repository,tib.hu-mr
TUjournals,hlqc.eesqtr
Deutscher Wetterdienst - Klimaüberwachung,tib.dwd
Zuse Institute Berlin,tib.zib
Universitätsbibliothek Tübingen - Open Journals - Zeitschrift für Althebraistik,awzy.brhbxu
Max Planck Institute for Biogeochemistry,bmlm.bgc
MOnAMi,gckm.sqrghx
DiGZ. Digitalen Zugang zu Wissen demokratisch gestalten e.V.,wwpx.digz
Leibniz-Zentrum für Literatur- und Kulturforschung Berlin,subgoe.zfl
BIS-Verlag der Universität Oldenburg,subgoe.bisold
Fraunhofer IRB Verlag,ltah.gqalvs
Bundesanstalt für Wasserbau,tib.baw
ZGD,vsdn.jazgqb
Weizenbaum Institute for the Networked Society,gesis.wi
Publikationsserver des Zentrums für Militärgeschichte und Sozialwissenschaften der Bundeswehr,kpsf.zmsbw
ERDE,vsdn.eewejo
BonaRes  Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e.V. Datenzentrum Agrarlandschaft,tib.bonares
opendata@uni-kiel,fnma.wygbcu
DaKS,nbqj.daks
Freshwater Research and Environmental Database,tib.igb
hohPublica,pwcp.wksdso
Leibniz-Institut fuer Ostseeforschung Warnemuende,tib.iow
Universitätsbibliothek Tübingen - Open Journals - Jahrbuch Kirchliches Buch- und Bibliothekswesen,awzy.ajjmoc
Hertie School Research Repository,ufob.pjoamo
HAWK.eDOC,vbnn.hawk
EUMETSAT,tib.eumetsat
Bundesanstalt für Geowissenschaften und Rohstoffe,tib.bgr
Pharmrxiv,fehi.xvevxv
European Society for Socially Embedded Technologies (EUSSETDL),zqfs.eussetdl
Frankfurter Forschungsbibliothek,mjvh.ffb
Wissen hoch N,neqc.swncjk
Universitätsbibliothek Tübingen - Open Journals - Curare. Zeitschrift für Medizinethnologie,awzy.fouxni
Universitätsrechenzentrum Jena,tib.rzjena
Universität Stuttgart - Journal of Technical Education,hpvr.joted
Max-Planck-Institut für ethnologische Forschung,bmlm.eth
DLA DOI Repo 01,zxai.wkfsda
Institutional Repository ZMO,uygm.cexuta
"DFKI GmbH, Institut für Wirtschaftsinformatik",tib.emisa
JNA - Institut für Ur- und Frühgeschichte (Universität Kiel),subgoe.jna
German Institute for Global and Area Studies (GIGA),mgcp.cheqmt
WueData,ukte.wuedata
Universitätsbibliothek Tübingen - Open Journals - Mitteilungen zur kirchlichen Zeitgeschichte,awzy.pflqwr
Forschungsberichte/Fachpublikationen,uvgc.fb1000
journals.ub.uni-osnabrueck.de,hrrv.gcmphl
FDRepo UB Bamberg,yqec.fdrepo
ISIMIP Repository,bqyj.cqdqzk
Technische Hochschule Nürnberg Georg Simon Ohm,tib.thn
Max Planck Institute for the Study of Religious and Ethnic Diversity,bmlm.mmg
OJS,ifot.ndxddp
Wissenschaftsrat,ogot.fntixx
Universitätsbibliothek Eichstätt-Ingolstadt,gesis.ub-ku
Beilstein-Institut zur Förderung der Chemischen Wissenschaften,tib.beilst
Ostbayerische Technische Hochschule Regensburg (OTH Regensburg),tib.othreg
Deutsche Bunsen-Gesellschaft für physikalische Chemie e. V. (DBG),tib.dbg
Open Science Lab,tib.osl
Publication Server of the Wuppertal Institute,lbcs.vbvlvw
BBSR,yaml.omfkqs
Biodiversity and Sustainable Management of a Megadiverse Mountain Ecosystem in South Ecuador,tib.for816
Deutsche Gartenbauwissenschaftliche Gesellschaft e. V.,tib.dgg
aliceOpen,omcf.zcqqoh
Peace Research Institute Frankfurt,jstk.lzdfgc
DINI-Blog,nbqj.dini-blog
Centre for East Asian Studies Heidelberg,subgoe.zo
BLBlog,jejm.blblog
"Landesamt für Bergbau, Energie und Geologie",sbgr.lbeg
acatech - Deutsche Akademie der Technikwissenschaften,fude.acatech
Leibniz Institute of Ecological Urban and Regional Development,tib.ioer
BAW-Datenrepository,ncty.scgagu
Journal for Art Market Studies,subgoe.jams
ZU Repository,tyhv.gywcdh
Deutsches Zentrum für Altersfragen (DZA),wpkl.dcmnwj
OPUS THD,rvhq.opusthd
OPUS Kempten,vrqh.ufsrml
Publikationsserver der Hochschule Landshut,atxs.rzrimz
Universitätsbibliothek Tübingen - Open Journals - Protokolle zur Liturgie,awzy.kjbxwr
twillo,wuua.twillo
Qucosa,ifot.vckvhq
LehreLaden Repository,yxdu.lehreladen
Paleoanthropology Journal,awzy.gbfyeq
Technische Hochschule Deggendorf,tib.thdeg
phi – Produktionstechnik Hannover informiert,rqme.phi
KonDATA,sqhi.kondata
Proceed,bixm.proceed
Verlag der ARL,hqlo.oenjzj
Repositorium der Technischen Hochschule Ingolstadt,wclz.zillzt
MSG,vsdn.wfqpzz
Quarterly on Refugee Problems,grjh.qrp
Histarch - Historische Archäologie (Universität Kiel),subgoe.histarch
DBFZ,wedr.fpflhb
Open Journal System SuUB Bremen,lgao.suub-ojs
WIPS,lxfp.hlukba
HU Berlin - Laudatio Repository,tib.hu-laudatio
Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,tib.hzb
Universitätsbibliothek Tübingen - Open Journals - Journal of Social and Cultural Anthropology,awzy.nckfyt
h_docs,qwli.svopxa
Hochschulbibliothek der Westsächsischen Hochschule Zwickau,tib.fhzwickau
Digitale Bibliothek des BSH,fuuo.xleggg
KOPS - Institutional Repository der Universität Konstanz,sqhi.kops
repOS - Das Open Science Repository der HCU,tib.hcu
"Offa - Berichte und Mitteilungen zur Urgeschichte, Frühgeschichte und Mittelalterarchäologie",subgoe.offajournal
"Universität Stuttgart - Journal of Competences, Strategy & Management",hpvr.jcsm
OPUS - Online Publikationsserver,rsyl.bkcubf
OPUS-PHHD,tfmd.esjaky
Coconut,fzct.coconut
Max Planck Institute for Human Development,gesis.mpib
Dokumentenserver (OPUS) der Filmuniversität Babelsberg KONRAD WOLF,tpzy.sdesxe
OPUS-PHFR,uyzi.opus
Hochschulbibliothek der Technischen Hochschule Brandenburg,tib.bibthb
Korea Europe Review,vsdn.xtoyzf
FreiDATA,qvvc.freidata
DAPHNE4NFDI Kiel University,fnma.qimigb
Digital Communication Research,vsdn.btfdun
Clio Online,vlef.clio-online
IfZ-Repositorium,ifz.repo
Computing in Geometry and Topology,vsdn.lwikkq
ReSeeD Repository,yxdu.rdms
JSSAL,ifot.prfqhy
"Universität Heidelberg, Institut für Medizinische Informatik",zbmed.wwuimi
OJS_TLS,ifot.fkmxdr
